Alignment ID,Muña1,Muña1,Inkamuñ1,Inkamuña2
1904,-6.28289,-6.28289,-6.28289,-5.28289
1908,-4.95487,-6.07536,-5.07536,-5.04977
1912,-5.83067,-4.83067,-5.83067,-5.83067
1922,-5.09763,-4.99295,-6.09763,-4.65111
1924,-6.01701,-6.01701,-5.01701,-6.01701
1926,-4.86863,-6.23784,-5.23784,-6.23784
1927,-5.81818,-5.81818,-4.81818,-5.81818
1930,-6.07231,-4.92258,-6.07231,-5.07232
1949,-5.84541,-4.84541,-5.84541,-5.84541
1952,-5.87678,-4.31831,-5.87678,-4.87678
1956,-6.48894,-5.06216,-4.93308,-6.48894
1961,-6.14044,-4.85578,-6.14044,-5.14044
1966,-5.67096,-4.67096,-5.67096,-5.67096
1970,-6.61414,-5.61414,-6.61414,-5.04024
1972,-7.86415,-6.86415,-7.86415,-7.86415
1973,-5.23344,-5.16339,-5.0152,-4.86166
1974,-5.10299,-4.76151,-5.71679,-5.51339
1975,-3.71458,-3.87355,-3.87548,-3.83139
1978,-5.40816,-5.30489,-4.26244,-4.47715
1990,-4.32716,-5.32716,-5.32716,-5.32716
1995,-5.28513,-5.28513,-4.28513,-5.28513
2003,-5.86664,-5.86664,-4.86664,-5.86664
2005,-6.87514,-4.90382,-5.87514,-6.87514
2021,-6.46145,-6.46145,-5.02207,-4.63094
2029,-6.32101,-6.32101,-5.32101,-6.32101
2034,-5.58408,-5.58408,-4.58408,-5.58408
2035,-4.67292,-6.47017,-5.47017,-5.24552
2037,-4.62709,-5.07507,-6.07507,-6.07507
2039,-6.74406,-4.6944,-5.03534,-6.74406
2044,-6.02658,-6.02658,-6.02658,-5.02658
2048,-6.95384,-4.90601,-6.95384,-4.92038
2051,-5.06658,-5.00043,-4.98705,-6.06658
2054,-4.45101,-6.18937,-5.18937,-6.18937
2056,-4.39149,-5.39149,-5.39149,-5.39149
2059,-5.74904,-5.74904,-5.74904,-5.74904
2063,-5.31903,-4.31903,-5.31903,-5.31903
2071,-5.72337,-5.72337,-4.72337,-5.72337
2074,-4.19534,-4.15839,-5.57875,-5.46971
2075,-4.55684,-4.74507,-4.61255,-4.41136
2077,-4.0039,-4.06177,-4.40894,-4.50913
2078,-3.28331,-3.48982,-4.40636,-4.14386
2080,-4.68535,-6.7318,-6.7318,-4.9917
2084,-5.02709,-5.18171,-5.06164,-4.71255
2085,-4.83587,-6.56866,-5.56866,-6.56866
2087,-5.90289,-4.87865,-5.90289,-4.59467
2088,-4.71132,-5.71132,-5.71132,-5.71132
2089,-5.63772,-4.63772,-5.63772,-5.63772
2091,-6.12636,-4.6321,-5.12636,-4.68599
2103,-5.4164,-4.4164,-5.4164,-5.4164
2110,-6.7405,-6.7405,-5.7405,-6.7405
2111,-4.7234,-4.81814,-7.18683,-7.18683
2125,-4.18055,-3.95899,-3.29218,-3.22421
2126,-3.88522,-3.91781,-3.41774,-3.56368
2127,-3.86732,-4.01859,-4.05213,-3.89751
2135,-6.02397,-6.02397,-5.02397,-6.02397
2136,-5.99185,-5.99185,-4.99185,-5.99185
2137,-6.068,-6.068,-6.068,-5.068
2139,-6.59059,-5.18879,-4.45162,-4.58703
2140,-5.37618,-5.35011,-5.31487,-5.29043
2143,-6.04007,-6.04007,-5.04007,-6.04007
2149,-4.94974,-4.90949,-5.20708,-5.32415
2154,-4.76282,-4.54523,-5.4213,-5.5288
2155,-4.72584,-5.32643,-5.12702,-5.54902
2156,-4.49683,-4.07534,-4.34571,-4.18574
2157,-4.57122,-4.65278,-3.75328,-3.77745
2160,-4.61439,-4.45669,-4.86999,-4.63711
2162,-5.36142,-5.69308,-5.24198,-5.60761
2164,-4.5882,-5.5882,-5.5882,-5.5882
2165,-5.81631,-4.81631,-5.81631,-5.81631
2183,-4.83177,-5.83177,-5.83177,-5.83177
2191,-4.37401,-4.45732,-4.51112,-4.20676
2194,-5.51344,-5.03186,-4.9453,-5.18052
2195,-3.83962,-3.77335,-3.98537,-4.10224
2224,-4.75757,-4.47424,-4.18868,-4.41226
2225,-4.98121,-4.54379,-4.73681,-4.31449
2233,-5.82509,-4.82509,-5.82509,-5.82509
2254,-4.06251,-4.07938,-4.27973,-4.68711
2265,-5.71843,-5.12864,-3.65602,-3.49268
2266,-3.92335,-3.89577,-3.59956,-3.79162
2267,-3.09614,-3.26246,-3.11525,-3.13575
2276,-5.80181,-7.21158,-4.97141,-6.21158
2283,-4.85976,-5.85976,-5.85976,-5.85976
2290,-3.52751,-3.64818,-3.24843,-3.3681
2292,-5.25452,-5.19847,-4.49422,-4.57565
2305,-4.71784,-5.71784,-5.71784,-5.71784
2306,-4.14346,-4.43073,-4.12818,-4.26756
2307,-5.09535,-5.50452,-5.23312,-5.00578
2308,-4.92683,-4.67216,-5.7465,-6.29483
2310,-5.18481,-5.24136,-5.10191,-4.96668
2312,-5.8152,-4.8152,-5.8152,-5.8152
2330,-2.75627,-2.85542,-2.70906,-2.57128
2331,-3.79101,-3.76643,-4.00671,-3.71567
2332,-3.92646,-3.93143,-4.46318,-4.70668
2333,-5.02509,-5.01863,-4.31714,-4.4019
2334,-4.55772,-4.44233,-4.23994,-4.11797
2335,-4.47447,-4.33182,-5.17434,-5.17598
2338,-4.63214,-4.73756,-4.97176,-5.0513
2347,-5.01236,-5.17132,-5.53206,-5.49733
2348,-4.61617,-4.60436,-6.63875,-4.7006
2349,-6.33618,-6.33618,-6.33618,-5.33618
2356,-4.31341,-4.55279,-4.55877,-4.80925
2357,-3.01275,-3.06839,-3.06658,-3.11004
2358,-6.16291,-5.89897,-4.65745,-4.71285
2359,-4.87192,-4.75767,-4.77047,-4.8113
2360,-2.39741,-2.42699,-2.48684,-2.43478
2362,-5.69945,-5.69945,-5.69945,-4.69945
2369,-5.2772,-6.19429,-4.82583,-5.94035
2371,-5.26401,-4.98659,-5.26652,-4.9356
2373,-6.04075,-6.04075,-6.04075,-5.04075
2377,-4.23329,-4.29977,-4.47652,-4.65875
2378,-4.62252,-4.72103,-5.12461,-4.91804
2379,-3.47754,-3.57164,-3.82707,-3.75157
2384,-5.97711,-5.97711,-4.97711,-5.97711
2386,-3.91183,-4.01826,-3.55185,-4.18206
2388,-4.91501,-4.32619,-4.93373,-5.93373
2395,-7.38098,-6.38098,-4.48997,-4.65429
2397,-5.08235,-5.05863,-4.72232,-5.05429
2401,-4.51927,-4.5265,-4.85904,-4.82068
2411,-6.98778,-5.54689,-6.98778,-4.95763
2418,-3.63483,-3.70179,-4.44056,-4.5045
2426,-7.22162,-6.22162,-7.22162,-7.22162
2428,-7.03484,-6.03484,-7.03484,-7.03484
2431,-5.64702,-5.40273,-4.99873,-5.24284
2432,-3.62132,-3.46309,-3.15433,-3.37657
2433,-3.58836,-3.63277,-3.23645,-3.10019
2442,-5.84838,-4.84838,-5.84838,-5.84838
2444,-4.63239,-5.63239,-5.63239,-5.63239
2446,-5.39802,-4.68042,-4.93461,-5.13727
2448,-5.76775,-4.76775,-4.61995,-4.20534
2449,-4.93397,-4.82676,-4.56223,-4.78172
2450,-4.27626,-4.21885,-5.16091,-5.55016
2464,-5.11428,-4.99755,-4.74902,-4.77362
2465,-4.90841,-4.94453,-4.11535,-4.5273
2472,-3.67475,-3.67425,-4.12248,-3.83689
2473,-5.80321,-5.80321,-4.80321,-5.80321
2475,-4.59929,-5.59929,-5.59929,-5.59929
2481,-5.35114,-5.18835,-4.71645,-4.89995
2482,-4.56503,-4.81452,-5.10352,-5.11268
2488,-5.83236,-5.83236,-4.83236,-5.83236
2492,-7.54665,-4.82033,-5.55182,-6.54665
2493,-5.43198,-5.08925,-5.0816,-4.75651
2500,-4.98015,-4.61109,-5.06795,-5.2826
2501,-5.22652,-5.57034,-4.90086,-5.93907
2503,-5.44926,-6.44926,-4.80573,-6.44926
2523,-5.41894,-5.21374,-4.45621,-4.82059
2524,-5.35748,-4.90366,-4.99189,-5.205
2526,-6.76776,-5.76776,-5.17208,-4.49494
2527,-4.60739,-5.76494,-5.26815,-4.73174
2534,-5.84278,-4.84278,-5.84278,-5.84278
2536,-5.35846,-5.18288,-4.50389,-5.16129
2539,-4.63718,-4.62368,-4.43178,-4.38087
2540,-4.79756,-4.78383,-4.84978,-5.28666
2545,-3.89964,-4.014,-4.28155,-4.43864
2546,-4.04271,-3.80288,-4.19129,-4.07415
2549,-4.65047,-5.65047,-5.65047,-5.65047
2551,-5.95704,-5.95704,-4.95704,-5.95704
2554,-5.74472,-5.74472,-5.74472,-4.74472
2555,-2.71587,-2.68566,-3.70941,-3.68421
2556,-4.92024,-4.88426,-4.9633,-5.05773
2557,-5.92449,-5.92449,-5.92449,-4.92449
2560,-4.85924,-5.6798,-6.97159,-6.97159
2564,-3.29323,-3.43608,-3.59575,-3.30487
2566,-5.34101,-5.91624,-4.96714,-5.20679
2567,-4.19745,-4.72856,-4.31587,-4.41577
2568,-4.48375,-4.50141,-6.74387,-6.74387
2569,-4.44378,-4.69116,-5.35746,-5.03759
2577,-4.72889,-4.70525,-5.56024,-6.56024
2579,-5.7157,-4.7157,-5.7157,-5.7157
2581,-5.03226,-4.66463,-5.35253,-5.09
2582,-4.16967,-4.19334,-4.2933,-4.22678
2583,-4.79936,-4.58219,-4.60447,-4.45865
2585,-4.95937,-4.86006,-4.16686,-4.2284
2600,-5.6974,-4.6974,-5.6974,-5.6974
2601,-6.75639,-5.75639,-6.75639,-5.04385
2603,-5.08077,-4.60044,-4.89888,-5.16361
2604,-6.66203,-5.56332,-5.03602,-5.59385
2606,-4.65628,-6.98812,-6.98812,-5.03269
2607,-5.26995,-5.08042,-4.54804,-4.67524
2608,-5.20007,-4.96153,-4.96246,-5.67525
2609,-2.6899,-2.79955,-3.10005,-3.16019
2620,-4.9645,-6.88978,-6.88978,-5.05714
2626,-4.69685,-4.83871,-4.34602,-4.25668
2627,-4.86362,-4.5395,-4.13013,-4.20992
2628,-4.486,-4.45669,-5.3522,-5.77073
2629,-5.32071,-4.67788,-4.93323,-4.77554
2630,-4.58082,-4.8475,-4.99632,-4.86881
2631,-4.89102,-4.69549,-4.50492,-4.21898
2637,-4.83102,-5.83102,-5.83102,-5.83102
2641,-6.2857,-6.2857,-4.9261,-5.26723
2646,-6.39506,-5.15815,-4.49942,-4.58919
2647,-4.46533,-4.28252,-3.64345,-3.72687
2648,-4.24532,-4.22242,-3.23566,-3.19448
2649,-4.17483,-4.18678,-3.71031,-3.7618
2650,-4.77647,-5.05789,-6.25344,-7.39548
2657,-4.57376,-5.57376,-5.57376,-5.57376
2659,-5.30398,-5.09159,-5.44134,-5.95124
2661,-4.43617,-4.15555,-3.0432,-3.25995
2667,-5.85481,-5.73152,-5.18028,-3.9728
2668,-4.22843,-4.67131,-6.14705,-5.14705
2669,-3.93609,-4.41508,-3.37323,-3.50348
2670,-3.80001,-3.73506,-4.12747,-3.8877
2671,-3.99321,-3.71756,-2.66928,-2.79286
2678,-6.00384,-6.00384,-5.00384,-6.00384
2681,-3.59933,-3.53349,-4.00831,-4.26274
2682,-3.52532,-3.53349,-4.1729,-4.69303
2685,-5.52173,-7.06654,-6.06654,-7.06654
2686,-4.99266,-6.21882,-5.26436,-4.30418
2687,-4.88043,-4.63171,-3.46622,-3.60609
2688,-5.8467,-4.8467,-5.8467,-5.8467
2692,-4.05047,-4.00122,-4.3431,-4.26112
2693,-2.98997,-3.10889,-3.38675,-3.73848
2694,-2.84433,-2.93836,-3.52869,-3.97579
2695,-5.94248,-5.75413,-4.8433,-4.74985
2697,-4.90139,-4.74532,-3.87251,-3.87635
2698,-5.15032,-5.11672,-4.86619,-5.23631
2699,-4.99088,-5.02958,-4.90152,-6.02958
2700,-4.67061,-4.55811,-5.17756,-5.14662
2701,-4.68264,-4.64395,-5.18202,-5.44511
2702,-4.69995,-4.80363,-5.45813,-5.07148
2708,-6.29978,-6.29978,-4.93822,-5.20144
2709,-5.90199,-5.90199,-4.90199,-5.90199
2711,-4.49627,-4.59944,-4.73902,-4.8161
2723,-4.65187,-4.88769,-4.09953,-4.05577
2726,-4.47189,-4.63996,-4.46597,-4.49974
2727,-4.55426,-4.95514,-6.71463,-6.71463
2735,-4.22158,-4.51529,-4.53019,-4.47832
2736,-5.911,-5.911,-4.911,-5.911
2751,-4.70575,-4.62841,-5.84837,-5.0431
2752,-4.18584,-4.08663,-4.18271,-4.2574
2753,-4.54427,-4.42985,-4.38369,-4.47492
2764,-4.74347,-4.87491,-6.85378,-5.85378
2766,-6.03753,-6.03753,-6.03753,-5.03753
2767,-4.641,-5.641,-5.641,-5.641
2771,-4.91568,-4.73908,-5.02875,-5.11379
2773,-5.4665,-6.51167,-6.51167,-4.78858
2774,-5.30108,-4.76652,-4.92527,-4.91628
2775,-2.58187,-2.67271,-3.60603,-3.59893
2777,-2.3581,-2.47065,-2.18676,-2.28371
2791,-6.09194,-5.95274,-5.01319,-4.6614
2793,-5.48538,-5.33662,-4.99761,-5.04319
2794,-4.88169,-4.83606,-4.75256,-4.99884
2795,-3.95142,-4.23817,-4.46812,-4.66931
2797,-4.33311,-4.21789,-4.16117,-4.87803
2803,-5.03394,-6.14559,-6.14559,-5.14559
2805,-5.99644,-5.99644,-5.99644,-4.99644
2806,-5.37213,-5.05575,-3.62019,-3.74506
2807,-5.37213,-5.05575,-5.46311,-4.83535
2810,-5.65411,-5.12321,-3.61436,-3.44857
2811,-6.98349,-6.98349,-4.78533,-4.73106
2816,-4.08853,-3.99888,-3.06766,-3.10999
2817,-3.43831,-3.29034,-2.27019,-2.30776
2818,-4.13838,-3.80249,-2.71259,-2.77092
2819,-3.58271,-3.13831,-3.35755,-3.4977
2820,-4.66559,-4.28519,-4.1916,-4.47639
2821,-3.71596,-3.63578,-3.07621,-3.42825
2822,-4.50643,-4.58347,-4.50844,-4.37269
2825,-6.01252,-6.01252,-4.63448,-4.47742
2826,-5.84215,-5.84215,-4.43021,-4.24364
2830,-5.05299,-4.06404,-3.1009,-3.83521
2831,-6.49895,-6.45477,-4.5669,-4.41267
2832,-6.79343,-6.79343,-4.53272,-4.53348
2833,-5.89269,-5.89269,-4.8613,-4.4079
2834,-5.56985,-5.56985,-4.36152,-4.07461
2835,-6.09552,-6.27031,-4.35003,-4.17046
2836,-4.48333,-4.18228,-3.05872,-2.98703
2837,-5.12868,-5.08269,-4.96164,-4.96819
2838,-3.84208,-3.87316,-2.31363,-2.34883
2839,-4.1336,-3.82295,-2.67827,-2.67082
2840,-2.8707,-2.8664,-1.38774,-1.23835
2843,-5.86269,-5.7179,-4.6246,-4.33735
2845,-5.0428,-4.75009,-5.17555,-5.3654
2848,-4.7,-5.7,-5.7,-5.7
2850,-5.87609,-6.87609,-4.39125,-4.02219
2852,-5.85411,-5.85411,-4.85411,-4.23195
2853,-4.76967,-5.76967,-5.76967,-5.76967
2854,-7.36053,-6.06387,-4.77626,-4.92988
2855,-5.77166,-5.77166,-5.77166,-4.77166
2858,-4.8634,-5.01175,-5.62138,-7.25566
2859,-6.65733,-6.65733,-4.58282,-5.39856
2860,-5.83152,-5.83152,-4.38408,-4.21199
2862,-6.25087,-6.25087,-6.25087,-5.25087
2863,-6.5289,-6.5289,-4.93414,-5.41164
2864,-4.79134,-5.79134,-5.79134,-5.79134
2867,-6.84137,-4.99883,-4.29016,-4.0346
2868,-3.06107,-3.15624,-3.10213,-2.96472
2871,-4.79202,-4.6132,-5.20973,-4.70766
2872,-5.32294,-5.16405,-4.81312,-4.96367
2873,-5.10003,-4.71034,-4.45449,-4.72855
2876,-3.3969,-3.40758,-3.37026,-3.67037
2877,-4.18763,-4.3158,-3.78,-4.02464
2883,-4.8482,-5.8482,-5.8482,-5.8482
2884,-5.41877,-5.52374,-3.63859,-3.49116
2885,-7.33026,-7.33026,-4.78833,-4.82347
2886,-4.75975,-5.75975,-5.75975,-5.75975
2888,-4.45286,-4.48007,-4.80123,-5.16185
2891,-4.80828,-4.66587,-6.65633,-6.65633
2892,-4.59608,-5.38251,-6.63487,-6.63487
2893,-4.58451,-4.63,-4.8031,-5.0946
2895,-4.48208,-4.25154,-4.02715,-3.95204
2897,-6.12512,-6.12512,-4.90802,-4.61993
2899,-4.59447,-5.59447,-5.59447,-5.59447
2900,-5.53972,-5.51913,-4.70381,-6.53972
2902,-5.30924,-4.69783,-5.2632,-4.91072
2905,-3.76205,-3.99687,-4.03699,-4.18923
2906,-3.82295,-3.86898,-3.96005,-3.94443
2907,-5.54664,-5.68527,-4.74187,-4.68677
2916,-6.05795,-6.05795,-6.05795,-5.05795
2917,-5.97934,-5.97934,-5.97934,-4.97934
2919,-6.65184,-4.81142,-6.65184,-5.65184
2920,-6.6482,-6.6482,-5.6482,-6.6482
2924,-3.44516,-3.60382,-3.62919,-3.48942
2925,-4.51177,-4.34798,-5.32269,-5.23889
2926,-4.90854,-7.07693,-4.19238,-4.28629
2927,-4.76294,-4.64191,-4.98865,-4.94591
2928,-5.37334,-5.5727,-5.22975,-5.14108
2929,-5.35009,-4.64191,-4.73538,-4.76736
2934,-5.59875,-4.59875,-5.59875,-5.59875
2935,-7.12668,-4.7327,-5.68542,-7.12668
2936,-4.50718,-6.24135,-5.24135,-6.24135
2937,-5.87826,-5.87826,-5.87826,-4.87826
2940,-5.51426,-5.92316,-5.57823,-5.61661
2944,-4.24097,-3.99403,-3.34906,-3.52536
2945,-4.57713,-4.40413,-3.77966,-3.88156
2947,-3.98062,-3.75216,-3.92439,-4.04018
2948,-3.64645,-3.3555,-2.95622,-2.98036
2949,-3.84615,-3.73995,-3.84771,-4.09242
2952,-4.73829,-5.54352,-5.74243,-6.74243
2953,-5.1356,-6.84955,-6.84955,-4.98343
2957,-5.9227,-5.9227,-5.9227,-4.9227
2959,-4.58922,-4.62257,-4.37444,-4.41947
2960,-5.89933,-4.85685,-5.89933,-4.89933
2961,-4.90368,-4.7137,-4.89641,-5.0603
2962,-4.17598,-4.2046,-5.54977,-6.54977
2963,-3.61798,-3.68337,-3.77897,-3.85591
2980,-4.61037,-5.61037,-5.61037,-5.61037
2981,-5.98648,-5.98648,-5.98648,-4.98648
2984,-6.04814,-6.04814,-6.04814,-5.04814
2990,-4.74598,-4.59997,-4.15177,-4.2457
2991,-4.49434,-5.19658,-6.68547,-6.68547
2994,-4.25844,-4.38827,-4.14532,-4.19403
2997,-4.92257,-5.32372,-4.64376,-4.73228
3004,-4.33896,-4.36995,-3.51455,-3.13317
3006,-4.10337,-4.24917,-3.97909,-4.08638
3007,-3.68325,-3.55496,-3.3882,-3.45728
3008,-3.91586,-3.91228,-3.30673,-3.19038
3009,-5.7033,-5.88387,-5.49188,-5.67719
3011,-3.92592,-4.02573,-3.71947,-3.64201
3012,-3.15071,-3.08632,-2.68638,-2.79666
3013,-3.54855,-3.23286,-3.17329,-3.27022
3014,-4.86772,-4.71687,-5.53544,-5.21662
3021,-5.12341,-4.8992,-4.11389,-4.11161
3022,-4.87568,-4.72096,-5.58712,-5.57051
3024,-6.01787,-6.01787,-5.01787,-6.01787
3026,-4.41616,-4.60843,-4.89319,-4.55751
3028,-4.19059,-4.54187,-3.01757,-2.76123
3029,-5.54487,-5.36317,-4.04983,-4.45706
3031,-4.19975,-4.40303,-4.09323,-4.21144
3041,-6.81925,-6.81925,-4.46155,-4.48066
3042,-4.52147,-4.93122,-3.43119,-3.42147
3043,-4.60185,-6.05793,-6.05793,-5.05793
3047,-4.46717,-4.70979,-3.84578,-3.82647
3051,-4.71191,-5.41453,-3.1384,-2.91
3053,-5.53317,-4.609,-5.01407,-5.542
3054,-5.67688,-4.6054,-5.58387,-5.87031
3056,-4.90692,-5.9315,-5.55882,-4.65364
3059,-5.06255,-5.50343,-4.65091,-4.82151
3067,-5.98057,-5.98057,-4.98057,-5.98057
3079,-4.87208,-4.9264,-5.13728,-4.87532
3080,-5.54061,-5.38612,-4.30853,-4.26954
3081,-6.13171,-7.13171,-4.41908,-3.90164
3082,-4.9144,-4.59449,-3.68841,-3.62048
3088,-5.26898,-4.85369,-5.23887,-5.26155
3089,-4.25601,-4.70726,-4.72714,-4.75982
3090,-3.71195,-3.79362,-3.38548,-3.38601
3139,-6.08549,-6.08549,-6.08549,-6.08549
3140,-6.14688,-5.14688,-6.14688,-6.14688
3145,-4.34767,-4.1624,-4.47874,-4.75622
3146,-4.97694,-5.04075,-4.40531,-4.59436
3147,-3.66405,-3.3316,-3.11889,-3.0926
3149,-5.17681,-6.17681,-4.5274,-4.62817
3170,-5.597,-6.597,-5.0366,-5.01249
3175,-4.57869,-5.57869,-5.57869,-5.57869
3177,-5.73266,-5.73266,-5.73266,-4.73266
3182,-5.00965,-5.33896,-5.02911,-5.30558
3183,-4.72694,-5.13399,-5.43262,-5.42464
3184,-4.84499,-5.13399,-5.43262,-5.42464
3185,-4.96609,-5.01686,-4.94076,-5.17037
3186,-5.97153,-5.35569,-5.02208,-5.34161
3187,-3.84016,-3.68206,-3.59515,-3.61578
3188,-4.35269,-4.06117,-4.2333,-4.36338
3189,-4.13088,-3.96548,-3.38268,-3.54819
3190,-2.33227,-2.43973,-2.55454,-2.65891
3205,-5.03685,-4.75186,-4.95205,-4.76253
3208,-5.38832,-4.98461,-4.89187,-4.99476
3209,-4.25747,-4.13925,-3.92268,-3.98822
3210,-4.05271,-3.86243,-3.84267,-4.01037
3211,-3.58934,-3.57812,-3.95722,-3.96775
3212,-4.13845,-4.00361,-4.43591,-4.71785
3213,-3.34315,-3.56479,-3.74927,-3.56775
3214,-3.3766,-3.27477,-3.31701,-3.51334
3215,-4.88267,-4.73268,-5.02097,-5.35945
3219,-5.76504,-4.76504,-5.76504,-5.76504
3222,-5.35794,-4.87219,-5.07433,-5.04125
3223,-4.4922,-4.44744,-4.76429,-5.22702
3224,-4.84515,-5.22407,-4.71015,-4.90025
3225,-4.75054,-4.48435,-4.91499,-5.17175
3232,-3.36836,-3.38241,-4.39336,-4.84618
3233,-3.72965,-3.98016,-3.6878,-3.4871
3234,-3.53494,-3.55504,-3.80599,-3.87695
3235,-5.29415,-6.42912,-4.50663,-4.42753
3236,-3.1572,-3.57143,-3.52389,-3.28434
3237,-4.79276,-4.81444,-4.87288,-4.63377
3240,-5.49727,-5.43028,-4.36064,-4.45388
3245,-4.53499,-6.08146,-5.08146,-6.08146
3247,-5.20912,-6.20912,-6.20912,-6.20912
3248,-4.88829,-4.73909,-5.0266,-5.49652
3250,-4.29887,-4.51571,-4.67454,-4.83148
3259,-5.14667,-5.53413,-3.99496,-3.34402
3261,-5.78736,-6.18714,-4.57962,-4.86239
3262,-4.76784,-4.54513,-5.21248,-6.21248
3263,-4.82816,-4.94234,-4.96627,-4.80565
3264,-4.80695,-4.63706,-4.60484,-4.16419
3265,-3.47204,-3.3923,-3.02811,-3.13627
3267,-5.81259,-5.48036,-4.78757,-5.12059
3268,-4.92788,-5.04365,-5.05543,-4.93879
3269,-4.44749,-4.59808,-5.22081,-5.49385
3274,-5.41435,-5.51228,-4.77246,-4.97614
3283,-4.42553,-4.56053,-5.83753,-5.63599
3285,-5.39148,-5.59955,-3.82044,-3.40161
3286,-4.3646,-4.30893,-3.30559,-3.22896
3287,-4.72792,-5.6042,-4.9429,-5.12072
3289,-4.67363,-4.13751,-3.77556,-4.2313
3290,-4.09369,-3.58092,-4.32896,-4.24769
3291,-3.88874,-3.96409,-3.42424,-3.50351
3292,-4.4285,-4.29951,-4.99193,-5.01514
3298,-6.39949,-6.39949,-4.62855,-4.32721
3299,-4.56227,-5.32711,-4.6082,-5.35874
3306,-5.55181,-5.87986,-4.095,-4.2819
3307,-4.25075,-4.55105,-3.14411,-2.98192
3308,-5.3032,-5.19324,-4.17871,-4.06811
3309,-4.11579,-3.8378,-3.53809,-3.48379
3311,-4.58955,-4.57674,-5.96758,-5.96758
3313,-3.36366,-4.23812,-4.29458,-4.54562
3314,-3.36366,-4.31612,-4.34499,-4.54562
3317,-4.78347,-4.88086,-5.04369,-5.16735
3319,-6.33065,-6.33065,-4.79101,-5.01609
3324,-6.98438,-4.56142,-4.36848,-4.36221
3325,-6.79003,-7.79003,-4.84104,-4.88293
3326,-5.13375,-4.65709,-4.70658,-4.60283
3327,-4.9659,-4.90737,-4.49271,-4.82284
3331,-3.59295,-3.71256,-3.62586,-3.64839
3332,-3.79871,-3.57716,-3.63496,-3.65807
3341,-5.98067,-5.98067,-4.98067,-5.98067
3342,-4.77145,-4.9162,-5.02476,-4.78158
3343,-5.08927,-5.08545,-4.91511,-5.19047
3361,-4.74657,-4.61325,-4.74648,-5.00492
3362,-6.81844,-5.47374,-4.82972,-4.54336
3363,-4.14501,-3.89886,-4.23336,-4.24851
3364,-4.11705,-4.0334,-5.11203,-5.2162
3365,-7.18976,-5.68186,-4.58791,-4.68687
3366,-6.14876,-5.92966,-4.93814,-5.38279
3368,-3.11248,-3.12999,-2.81417,-2.6788
3373,-4.96057,-5.10475,-4.93643,-4.99372
3374,-6.02565,-6.02565,-6.02565,-5.02565
3376,-4.34544,-5.0813,-5.03087,-4.84692
3379,-4.70525,-4.82179,-5.03423,-5.17296
3380,-4.48534,-4.2708,-4.16962,-4.35718
3381,-3.81923,-3.98196,-4.1025,-3.91648
3384,-3.62651,-3.69961,-3.85818,-3.97773
3389,-4.58596,-4.39149,-4.20692,-4.3035
3391,-4.07293,-3.98156,-4.24433,-4.31453
3395,-3.53395,-3.60652,-3.57149,-3.67464
3399,-4.72168,-5.72168,-5.72168,-5.72168
3404,-3.09693,-3.2898,-3.11701,-3.27371
3405,-3.47059,-3.42932,-3.7995,-3.98974
3406,-4.70365,-4.30515,-4.55255,-4.66454
3407,-4.34591,-4.33658,-4.69116,-4.72599
3408,-4.33402,-4.29459,-4.41993,-4.49722
3409,-4.12171,-3.79521,-3.68554,-3.72676
3410,-3.51199,-3.59196,-3.75471,-3.85856
3411,-5.10826,-4.83383,-6.74687,-6.74687
3412,-4.63836,-4.45026,-4.10398,-4.27205
3413,-5.73471,-4.72986,-4.55429,-4.63712
3420,-6.31801,-6.31801,-5.203,-4.79642
3421,-3.89154,-3.95895,-3.99513,-4.11212
3429,-4.01354,-3.97476,-3.58713,-3.55784
3430,-5.13304,-4.8142,-4.1702,-4.06558
3431,-3.81091,-3.71258,-3.50527,-3.71472
3432,-3.16495,-3.44887,-3.48443,-3.48486
3434,-4.73637,-4.50439,-5.13357,-5.97286
3437,-4.20798,-4.38469,-5.06232,-5.92855
3443,-4.34335,-4.74814,-5.07252,-5.19572
3444,-6.87738,-5.37566,-4.97011,-4.73551
3445,-3.8121,-4.03225,-4.01938,-4.42705
3446,-4.5672,-4.4913,-4.29862,-4.55159
3447,-5.00599,-4.84611,-5.35361,-5.51416
3448,-4.42519,-5.03653,-5.38496,-4.37296
3453,-6.06387,-6.06387,-6.06387,-5.06387
3461,-3.62907,-4.06011,-4.44562,-4.47279
3462,-4.01307,-4.25281,-4.75202,-5.34638
3464,-3.77725,-3.62128,-2.34964,-2.24712
3465,-4.25839,-4.20477,-3.608,-3.60941
3466,-4.58753,-5.23539,-3.26257,-3.1277
3467,-3.12323,-3.40348,-3.38132,-3.82755
3468,-4.01014,-4.04635,-4.20987,-4.63459
3477,-6.04929,-5.85582,-4.14517,-3.87787
3478,-4.80524,-4.44047,-4.34476,-4.99275
3479,-4.09961,-4.28996,-4.65927,-4.80637
3481,-4.61668,-5.56137,-4.45741,-5.79233
3487,-4.113,-3.93568,-4.68696,-4.8341
3488,-6.46451,-5.01903,-4.97326,-4.26521
3492,-4.27121,-4.09898,-3.98741,-3.94007
3494,-3.13585,-3.24951,-2.86454,-2.85116
3495,-4.68317,-4.37876,-4.40453,-4.99041
3496,-4.43507,-4.69613,-4.6641,-5.16999
3499,-4.75165,-4.68361,-6.07935,-6.1804
3500,-5.28052,-5.71183,-4.98636,-5.83073
3501,-4.60231,-5.13395,-4.59416,-5.18322
