Alignment ID,Muña1,Muña1,Inkamuñ1,Inkamuña2
3502,-4.6872,-4.94543,-5.03261,-5.40237
3504,-6.89921,-6.89921,-4.79337,-4.69444
3505,-4.23794,-4.26845,-4.34465,-4.36516
3506,-6.25543,-6.25543,-5.12655,-4.83006
3516,-4.46788,-4.28733,-5.10486,-5.35038
3517,-6.7506,-6.7506,-5.06561,-4.5289
3518,-4.61465,-5.32419,-5.54914,-6.54914
3520,-3.23259,-3.34523,-3.23167,-3.27225
3521,-4.11895,-4.13939,-6.60266,-5.60266
3522,-4.63483,-4.26076,-3.66622,-3.70823
3529,-4.64097,-4.48337,-4.30844,-4.53612
3563,-5.10211,-4.99316,-4.97625,-4.55904
3564,-4.51853,-4.83245,-5.39511,-5.45682
3565,-4.55334,-4.94414,-5.04313,-5.37229
3567,-5.99228,-5.99228,-5.99228,-4.99228
3568,-4.01821,-3.84254,-2.91448,-3.07852
3569,-4.53549,-4.56636,-3.16523,-3.2616
3570,-4.57251,-4.52571,-4.37934,-4.43505
3572,-3.47188,-3.21843,-2.50716,-2.6135
3573,-4.66763,-4.87879,-6.75684,-6.75684
3577,-2.01859,-2.02494,-2.09167,-2.17126
3579,-4.99138,-4.98794,-4.86477,-4.89515
3580,-6.65668,-4.60889,-5.35947,-6.65668
3583,-5.09857,-5.63441,-5.26873,-4.99519
3587,-6.40225,-4.93948,-5.40225,-6.40225
3594,-4.86506,-4.56254,-4.63444,-4.7217
3595,-4.70835,-4.71125,-5.03215,-4.88854
3596,-4.78385,-4.88833,-5.47028,-5.08767
3597,-4.85245,-4.88418,-4.73569,-4.44659
3598,-1.9075,-1.99165,-1.88201,-1.9447
3605,-5.20463,-4.76475,-5.22959,-6.79277
3614,-4.24455,-4.26345,-4.38472,-4.37794
3623,-5.85765,-5.85765,-5.85765,-4.85765
3624,-6.17128,-6.17128,-4.47576,-5.02076
3625,-3.20723,-3.17528,-3.54555,-3.60071
3626,-3.27863,-2.95944,-3.62667,-3.63137
3629,-5.45845,-5.13791,-4.826,-4.85967
3630,-4.83289,-5.07184,-4.40362,-4.4765
3632,-5.04396,-4.96136,-4.96596,-5.0793
3636,-4.09884,-3.92829,-4.18876,-4.0159
3637,-5.37752,-5.33999,-4.81631,-4.93057
3638,-4.49751,-4.98178,-4.30154,-4.8688
3639,-4.49751,-4.33091,-4.30154,-4.89533
3645,-4.15353,-4.23527,-5.3565,-5.02434
3646,-3.91554,-4.2362,-3.72854,-3.89154
3647,-4.8617,-4.66042,-4.01879,-4.06721
3650,-3.79109,-3.7913,-4.24877,-4.26364
3651,-3.76685,-3.79756,-4.64102,-4.5349
3660,-4.64257,-4.70318,-5.7868,-5.83946
3663,-5.92965,-5.92965,-4.92965,-5.92965
3669,-5.33302,-5.64713,-5.03532,-4.71979
3670,-4.51514,-4.51417,-5.24831,-5.16339
3671,-4.33794,-4.33793,-4.35575,-4.46731
3672,-5.81282,-5.45766,-4.50943,-4.2828
3673,-3.50165,-3.5677,-3.84669,-3.83467
3675,-4.34863,-4.52594,-4.68724,-4.55174
3676,-4.41456,-4.13754,-5.91404,-6.24318
3680,-4.93363,-4.85355,-5.8486,-5.41139
3684,-5.12408,-4.89388,-5.36507,-5.23867
3687,-4.55642,-4.73563,-4.24429,-3.99059
3691,-6.845,-6.845,-4.97629,-5.21569
3693,-4.06109,-4.48716,-6.27368,-5.27368
3694,-4.2562,-6.96346,-6.96346,-5.0299
3695,-4.4946,-5.06013,-4.25182,-4.73086
3696,-7.13545,-6.13545,-5.01692,-5.50519
3697,-5.70236,-5.38113,-4.82057,-4.86472
3698,-4.46175,-4.49695,-4.35791,-4.31318
3703,-6.15477,-7.15477,-4.47572,-4.70387
3704,-5.54603,-5.03277,-3.47309,-3.43338
3707,-4.4871,-4.9267,-4.81983,-5.71086
3709,-4.26263,-4.76709,-3.91638,-5.07909
3710,-6.00372,-6.00372,-5.00372,-6.00372
3712,-5.95651,-5.95651,-4.95651,-5.95651
3730,-5.95773,-5.95773,-4.95773,-5.95773
3731,-3.99824,-4.03087,-5.84803,-4.84803
3732,-4.71447,-4.73614,-4.31666,-4.17366
3733,-4.90359,-5.21559,-5.0735,-6.21559
3736,-4.55429,-4.55005,-6.27529,-6.00223
3785,-5.00022,-5.32564,-5.09759,-5.10785
3786,-4.86768,-5.86768,-5.86768,-5.86768
3787,-7.42123,-6.0189,-4.74477,-4.7076
3788,-4.55358,-4.75466,-5.82244,-6.17544
3789,-5.26468,-4.858,-4.72924,-4.69662
3790,-5.23517,-4.86417,-4.76484,-4.69662
3791,-4.1717,-3.81676,-3.48365,-3.48796
3792,-3.43,-3.30448,-3.0307,-2.90006
3793,-4.67942,-4.46827,-4.81941,-4.7817
3794,-3.48492,-3.61881,-3.41743,-3.49393
3795,-3.45542,-3.54201,-3.94526,-4.07632
3796,-4.90772,-4.74871,-3.92586,-4.11332
3797,-4.9236,-4.94488,-3.97601,-3.99766
3798,-3.73618,-3.38061,-3.78678,-3.92834
3802,-3.0703,-2.94501,-2.94143,-2.9135
3805,-5.77974,-4.77974,-5.77974,-5.77974
3806,-5.20058,-5.47271,-4.95598,-5.13592
3807,-6.16928,-5.91337,-4.51391,-4.53759
3812,-3.68027,-3.53812,-3.52701,-3.51471
3814,-4.79074,-6.23091,-5.23091,-5.10596
3822,-4.65643,-4.57474,-4.56793,-4.75933
3823,-4.03253,-4.18816,-3.52744,-3.58938
3824,-4.33437,-4.19619,-4.07018,-4.27061
3830,-6.27861,-6.16691,-5.16955,-5.0342
3831,-3.0932,-3.124,-3.59624,-3.7434
3835,-4.77711,-4.75588,-4.65359,-4.61291
3837,-3.06851,-3.18866,-3.45848,-3.4607
3841,-4.82468,-4.80967,-4.72094,-4.75137
3842,-4.19465,-4.07843,-3.93722,-3.95433
3845,-4.60763,-4.52422,-6.5748,-6.34933
3849,-6.69996,-4.75075,-6.69996,-5.69996
3853,-3.31238,-3.4199,-3.40279,-3.78808
3855,-4.79107,-4.53137,-5.7706,-5.70049
3856,-3.53141,-3.53958,-3.85344,-3.65348
3858,-4.75466,-4.72537,-4.65897,-4.45498
3859,-4.67928,-4.44545,-4.0086,-4.07924
3861,-5.23232,-5.12692,-5.11271,-5.12223
3862,-3.93543,-4.42922,-4.51179,-4.30542
3869,-3.96824,-3.89447,-4.21688,-3.99033
3870,-4.83226,-4.15723,-4.95162,-3.95088
3873,-4.06646,-4.64878,-4.38627,-4.21331
3874,-4.21546,-6.09628,-5.03921,-5.09628
3875,-4.36222,-4.40218,-4.64454,-4.58556
3876,-3.48491,-3.38932,-3.85438,-3.97132
3879,-3.92104,-4.07228,-4.19516,-4.29449
3882,-3.68934,-3.9816,-3.56069,-3.49807
3883,-0.79729,-0.93617,-1.24295,-1.20351
3884,-3.17821,-3.23677,-3.83148,-3.76056
3885,-4.42456,-4.38871,-4.65691,-4.77432
3886,-2.82605,-2.82454,-2.81679,-2.9882
3888,-3.87433,-4.07472,-4.35092,-4.20505
3889,-3.49638,-3.44369,-3.70465,-3.94236
3890,-4.38262,-4.68226,-4.96189,-5.22176
3891,-4.34422,-4.40768,-4.70308,-4.01305
3892,-4.22974,-4.3491,-4.48752,-4.73836
3893,-4.89318,-5.55241,-5.52579,-5.8945
3894,-5.68054,-4.79136,-4.82983,-4.73966
3895,-4.25245,-4.49256,-4.65647,-4.37449
3898,-4.47797,-4.20819,-5.33606,-6.33606
3899,-4.74019,-4.88304,-4.66623,-4.65814
3900,-3.73847,-3.67128,-3.76424,-3.87945
3904,-3.84942,-4.26864,-4.51766,-4.24596
3905,-5.44231,-5.55764,-5.07472,-5.22527
3906,-2.33026,-2.4564,-2.77502,-2.73724
3907,-2.16047,-2.38499,-2.08007,-2.17286
3908,-4.71808,-4.62804,-5.10741,-5.06163
3909,-4.84376,-4.90528,-5.74929,-5.3298
3912,-5.15376,-5.15556,-5.47518,-5.06162
3915,-4.88474,-4.87847,-5.10214,-5.35889
3917,-5.21624,-4.96482,-5.14866,-5.07069
3919,-5.0384,-6.0384,-4.95951,-6.0384
3920,-3.09294,-3.18046,-3.48363,-3.47148
3921,-5.75522,-5.28988,-5.71953,-4.82161
3923,-6.64826,-5.64826,-4.58471,-4.49242
3924,-4.20514,-4.33261,-5.08497,-5.07371
3925,-5.24448,-5.21858,-4.88276,-4.97677
3926,-2.66795,-2.90272,-2.58621,-2.68177
3929,-4.77919,-4.69718,-4.45244,-4.41612
3930,-5.54403,-5.45761,-4.40481,-4.57554
3931,-5.23017,-4.85209,-6.66199,-6.66199
3932,-5.79101,-4.79101,-5.79101,-5.79101
3934,-4.20193,-4.23318,-4.50051,-4.47568
3936,-3.547,-3.76856,-3.48717,-3.59604
3937,-5.41612,-5.57142,-4.98139,-5.621
3942,-4.80752,-5.80752,-5.80752,-5.80752
3943,-4.92756,-6.36066,-6.36066,-5.36066
3947,-4.94937,-4.83853,-5.08777,-5.14406
3950,-5.58989,-5.29604,-4.4842,-4.36517
3951,-5.40078,-6.82795,-5.24678,-4.9393
3952,-2.87953,-2.6025,-3.11043,-3.08791
3953,-4.19733,-4.22735,-4.9728,-5.19352
3954,-4.2704,-3.92527,-4.44354,-4.58584
3955,-5.22241,-5.01759,-4.95405,-5.10595
3956,-4.83548,-4.80556,-5.03413,-5.02459
3959,-4.92961,-4.65623,-4.55891,-4.74944
3960,-5.80062,-5.80062,-4.80062,-5.80062
3962,-4.37024,-4.68193,-4.96314,-4.92989
3963,-6.63966,-6.63966,-4.64538,-4.60257
3965,-5.97132,-5.97132,-4.97132,-5.97132
3968,-6.27754,-4.66184,-6.27754,-5.27754
3969,-4.38585,-4.62432,-4.4266,-4.55962
3970,-5.01019,-4.8039,-4.56993,-4.29088
3971,-4.77967,-4.60765,-5.22227,-5.08005
3972,-5.25908,-4.89435,-4.84212,-5.10933
3973,-6.5793,-5.5793,-4.85102,-4.80368
3975,-3.56849,-3.66055,-3.77992,-3.75811
3979,-3.81424,-3.71694,-3.79543,-3.84576
3980,-4.81716,-4.5037,-4.46602,-4.5875
3982,-4.23303,-4.15714,-3.91704,-3.64958
3983,-4.72999,-6.23506,-5.23506,-6.23506
3984,-4.76502,-5.76502,-5.76502,-5.76502
4002,-6.05979,-6.05979,-6.05979,-5.05979
4005,-4.54831,-4.30612,-4.54989,-4.41155
4006,-5.79255,-4.79255,-5.79255,-5.79255
4012,-5.76763,-6.87833,-5.1441,-5.0316
4013,-4.64669,-4.27904,-5.18221,-5.48328
4014,-5.22354,-5.7131,-4.78201,-4.44123
4015,-3.52809,-3.54432,-3.51224,-3.36202
4016,-4.47477,-4.26383,-4.05503,-4.20523
4017,-4.26848,-4.40883,-6.03857,-7.40295
4025,-6.61846,-5.61846,-4.5219,-4.87203
4028,-4.14471,-4.00498,-3.97074,-4.04067
4029,-5.16652,-6.16652,-6.16652,-4.97392
4031,-4.50686,-4.65676,-4.94539,-4.48209
4034,-6.692,-5.692,-6.692,-4.95173
4035,-4.58816,-4.44714,-4.56752,-4.86386
4037,-5.31837,-5.35195,-4.9175,-5.40163
4038,-1.76116,-1.81181,-1.48881,-1.3343
4041,-3.93097,-4.0638,-4.56647,-4.57367
4044,-4.78566,-4.80647,-5.2159,-5.71127
4045,-6.40622,-5.40622,-6.40622,-4.52016
4046,-6.56354,-5.56354,-6.56354,-4.87515
4047,-5.84548,-4.84548,-5.84548,-5.84548
4050,-4.7134,-4.77097,-5.30493,-4.96398
4051,-3.12507,-3.17395,-3.35831,-3.34742
4052,-5.35204,-5.29066,-4.938,-5.36342
4053,-3.7574,-3.78936,-3.55583,-3.65213
4054,-4.12862,-3.8511,-5.38194,-6.96344
4055,-5.06693,-5.24388,-4.62594,-4.60356
4060,-4.1807,-4.12135,-3.9097,-3.6479
4062,-4.94642,-4.61322,-4.67753,-4.63529
4063,-6.50997,-6.50997,-4.76399,-4.4696
4064,-2.40005,-2.53821,-2.72967,-2.79775
4070,-6.04328,-7.39045,-4.92965,-4.44844
4071,-6.06814,-6.06814,-6.06814,-5.06814
4072,-4.88354,-4.94198,-5.17594,-5.32157
4073,-4.27967,-4.31835,-4.47968,-4.64239
4074,-5.97992,-5.97992,-5.97992,-4.97992
4076,-2.77678,-2.9816,-2.82143,-2.85976
4078,-4.01029,-4.00958,-4.22841,-4.41165
4081,-4.38541,-4.26339,-4.86462,-4.94939
4082,-4.05049,-4.04375,-3.91088,-4.07475
4083,-4.73951,-4.5601,-4.91136,-4.96414
4084,-5.99285,-4.99285,-5.99285,-5.99285
4085,-5.97032,-5.97032,-4.51525,-4.88207
4087,-6.40642,-4.77512,-6.40642,-5.40642
4094,-3.42511,-3.54201,-3.06617,-3.09402
4096,-4.19728,-4.49222,-3.97505,-4.27742
4099,-5.13287,-4.9128,-4.78862,-4.80212
4100,-4.22445,-4.17327,-5.02009,-5.10603
4106,-4.9917,-4.9196,-5.12889,-5.19162
4109,-5.83278,-4.83278,-5.83278,-5.83278
4110,-4.81769,-4.62843,-5.56185,-6.34081
4111,-4.08215,-3.78663,-4.22214,-4.0686
4112,-4.93149,-5.20773,-4.57492,-4.86105
4114,-6.35754,-5.88103,-5.19404,-4.69982
4124,-4.6795,-4.51589,-5.07013,-5.37081
4125,-4.70719,-4.71955,-5.63106,-5.60206
4126,-3.04833,-3.10036,-3.06402,-3.02432
4127,-6.11243,-7.11243,-4.35599,-4.48167
4130,-4.20624,-4.28057,-5.81167,-5.98902
4133,-4.1433,-4.0443,-3.94707,-4.18195
4134,-3.80785,-3.87768,-3.48389,-3.58935
4139,-5.29457,-4.61476,-5.13346,-4.74679
4140,-4.18889,-4.00553,-4.05307,-4.16274
4141,-3.42551,-3.33804,-3.51659,-3.48658
4144,-4.97961,-4.57096,-4.31627,-4.40724
4145,-4.87131,-4.83838,-4.51147,-4.5424
4146,-3.7958,-3.71333,-5.16802,-5.31667
4150,-4.5348,-4.54765,-6.93193,-5.93193
4151,-5.8891,-5.71655,-5.02805,-5.79684
4153,-4.05834,-4.12297,-3.94194,-3.99573
4155,-4.92422,-5.03266,-4.61763,-4.64693
4156,-6.44465,-5.16355,-4.58889,-4.61766
4157,-4.13905,-4.22338,-3.88558,-4.261
4158,-5.82604,-4.82604,-5.82604,-5.82604
4160,-4.49132,-4.55019,-4.74467,-4.65293
4161,-3.56932,-3.28691,-3.67978,-3.56808
4163,-4.67658,-4.74394,-4.47571,-4.36657
4166,-4.16784,-4.00784,-3.99975,-4.04187
4167,-1.56859,-1.61285,-1.24576,-1.29958
4173,-3.69508,-3.88043,-2.94403,-2.954
4174,-4.14812,-4.25871,-4.33526,-4.12357
4177,-4.92661,-4.68925,-4.33959,-4.73723
4178,-4.53217,-4.21992,-4.14817,-4.32368
4180,-5.27294,-5.36866,-4.5831,-5.23905
4181,-3.94764,-3.6426,-3.98769,-4.01462
4183,-2.99887,-3.11368,-2.85174,-2.8498
4184,-2.40966,-2.46478,-2.08593,-2.1584
4188,-4.82901,-4.91127,-5.11276,-4.99316
4189,-3.92177,-3.6807,-4.03596,-3.92281
4191,-3.46892,-3.62912,-3.78442,-3.88605
4192,-4.28678,-4.41856,-4.66189,-4.65134
4193,-4.19028,-4.01732,-4.22188,-4.30796
4194,-4.26492,-4.6041,-4.70152,-4.56767
4195,-3.97379,-4.14474,-3.7047,-3.67751
4196,-4.61966,-4.57491,-4.38822,-4.60607
4197,-5.31246,-4.95608,-5.32429,-4.94279
4198,-4.61966,-4.57491,-4.38822,-4.864
4199,-4.75571,-4.39661,-4.20085,-4.27667
4201,-4.84826,-5.04326,-6.7247,-5.51585
4202,-4.29925,-4.59488,-4.56743,-4.78902
4203,-4.48565,-3.54345,-4.16125,-4.92233
4205,-5.99189,-5.99189,-4.99189,-5.99189
4206,-3.80934,-3.84498,-3.46341,-3.56831
4208,-3.08174,-3.12465,-3.2602,-3.19966
4210,-3.9069,-4.19082,-4.3034,-4.61612
4211,-3.66982,-3.9563,-3.58646,-3.94699
4212,-3.7942,-3.00779,-3.59581,-3.52714
4214,-5.0345,-4.9501,-4.70561,-4.8396
4215,-5.03016,-5.4975,-4.20657,-3.99793
4216,-4.86633,-4.34958,-4.5749,-4.95726
4217,-6.72768,-5.72768,-6.72768,-5.45996
4218,-6.34827,-6.34827,-4.90196,-4.82876
4219,-5.3659,-4.81387,-3.98896,-4.04072
4221,-3.09349,-3.05008,-3.31226,-3.18161
4222,-4.71787,-5.67542,-5.16768,-5.19528
4223,-4.71229,-5.08788,-4.70428,-6.08788
4226,-3.61792,-3.44887,-4.72599,-4.92397
4227,-5.41277,-5.27927,-4.70323,-4.91256
4228,-4.5683,-4.6242,-6.46553,-6.46553
4230,-4.13626,-3.8796,-5.54382,-5.85076
4235,-4.87361,-5.87361,-5.87361,-5.87361
4236,-5.82957,-5.37614,-3.95179,-4.0822
4238,-4.68329,-4.76454,-5.0286,-5.20787
4242,-5.6182,-5.29476,-4.41239,-4.9447
4244,-3.54469,-3.39495,-3.74648,-3.72186
4245,-3.3505,-3.33171,-2.9653,-2.73395
4246,-5.14864,-3.9239,-5.25337,-5.23652
4248,-5.12323,-3.9239,-5.17235,-5.16219
4249,-4.90593,-4.68097,-4.99914,-4.98651
4251,-4.45486,-5.18977,-4.20311,-5.87199
4254,-4.64092,-4.53613,-3.433,-3.71477
4255,-4.28155,-3.99917,-5.35552,-5.31855
4256,-4.3553,-4.06559,-4.82782,-4.92259
4257,-4.99067,-5.08522,-4.88493,-5.02852
4258,-4.75355,-4.88972,-5.71447,-5.13724
4259,-4.90734,-4.92862,-4.74283,-4.73364
4262,-4.84451,-5.16071,-4.85629,-5.02168
4267,-4.99546,-5.07264,-4.81664,-4.69443
4269,-4.17279,-4.28468,-5.26702,-4.24432
4271,-5.17033,-5.589,-5.52055,-6.05204
4272,-5.18634,-5.589,-5.52055,-6.05204
4273,-6.28634,-6.28634,-5.20983,-4.83664
4276,-4.94089,-4.71637,-6.82706,-6.82706
4279,-4.96266,-4.88358,-4.53493,-4.70383
4286,-4.83595,-4.71572,-5.35521,-5.06207
4287,-4.37924,-4.22799,-4.50889,-4.65839
4288,-4.89541,-4.73367,-4.47957,-4.63247
4289,-4.37584,-3.7277,-4.67125,-4.44973
4290,-5.40283,-5.6091,-4.9104,-6.09612
4292,-4.58052,-4.39419,-3.63049,-3.64954
4293,-4.48863,-4.43137,-4.00396,-3.72231
4294,-4.97518,-5.07719,-4.54526,-4.70301
4295,-6.05338,-5.40628,-5.54119,-5.49894
4298,-4.82104,-4.90663,-5.36577,-5.57212
4299,-4.87906,-4.26073,-4.36846,-4.57129
4302,-5.7415,-5.55578,-4.54326,-4.74986
4303,-4.96577,-4.89945,-4.39203,-4.59443
4304,-4.25514,-4.38438,-4.87322,-4.44937
4305,-4.22852,-4.91858,-4.59255,-4.66684
4306,-5.29414,-4.8758,-5.68058,-5.07747
4307,-4.91563,-4.61826,-7.01505,-5.17516
4308,-4.30311,-4.35273,-3.44637,-3.66053
4313,-4.92983,-4.97721,-4.91118,-5.28517
4314,-4.98119,-5.23794,-4.62614,-5.00821
4315,-5.98813,-5.98813,-5.98813,-4.98813
4317,-4.55948,-5.55948,-5.55948,-5.55948
4323,-4.34423,-4.06518,-4.54845,-4.38754
4324,-5.16806,-5.2616,-5.01053,-4.9455
4325,-5.58829,-5.19706,-4.91217,-4.89823
4326,-5.43167,-4.74694,-5.09679,-4.89202
4327,-4.49357,-4.77451,-4.89362,-4.79432
4328,-4.92312,-4.80522,-4.96168,-5.44794
4329,-4.24948,-4.48359,-3.96459,-4.11172
4330,-3.90825,-4.02396,-3.81855,-3.7183
4331,-5.57601,-7.17198,-4.92057,-4.43018
4332,-5.82264,-6.0599,-5.1612,-4.9938
4336,-3.41541,-3.47216,-3.2661,-3.20467
4337,-3.45312,-3.55954,-3.54998,-3.63649
4341,-5.04652,-4.66402,-5.14117,-4.97279
4342,-4.57622,-5.19852,-5.13295,-5.36284
4344,-4.01977,-3.95983,-4.17909,-4.22064
4345,-2.35354,-2.49994,-2.76529,-2.75191
4346,-4.64876,-4.66764,-4.18074,-3.9045
4347,-5.6385,-4.71599,-4.98523,-5.18326
4348,-5.19778,-5.85182,-4.95797,-4.99416
4350,-3.35126,-3.29464,-4.31052,-4.57659
4354,-4.76635,-5.76635,-5.76635,-5.76635
4356,-3.21545,-3.29391,-3.56343,-3.57233
4358,-5.2694,-4.94571,-4.622,-4.41938
4361,-4.76292,-5.76292,-5.76292,-5.76292
4362,-5.0083,-4.9868,-5.20662,-5.3811
4365,-6.41499,-6.20043,-4.52633,-4.48787
4366,-3.85105,-3.72762,-5.22523,-5.12053
4367,-3.42775,-3.52934,-3.58882,-3.50243
4368,-4.47358,-4.68508,-5.12083,-4.69089
4369,-3.96345,-3.91574,-5.11723,-3.91844
4375,-6.96399,-5.96399,-4.98483,-6.96399
4380,-6.10717,-4.83985,-5.10717,-6.10717
4382,-5.17848,-5.46169,-4.51922,-4.76237
4383,-4.75277,-4.81699,-4.3874,-4.30883
4387,-4.82534,-5.82534,-5.82534,-5.82534
4389,-5.99589,-5.99589,-4.99589,-5.99589
4393,-6.03923,-6.03923,-5.03923,-6.03923
4395,-4.77895,-4.66062,-4.83492,-5.27371
4397,-4.04822,-4.15931,-4.06267,-4.21254
4398,-3.63333,-3.49012,-4.35031,-4.57957
4399,-2.81186,-2.7403,-4.61166,-4.51083
4400,-3.5937,-3.44241,-4.40162,-4.39728
4404,-5.79541,-4.79541,-5.79541,-5.79541
4407,-4.96939,-4.794,-4.69014,-5.11974
4408,-3.90056,-3.99653,-3.52076,-3.56972
4409,-4.36513,-4.3323,-4.19211,-4.31283
4410,-4.32722,-4.10412,-5.17767,-5.16692
4411,-4.60785,-4.56322,-4.46043,-4.64603
4413,-3.77609,-3.73492,-3.80241,-3.80145
4414,-6.03957,-6.03957,-5.03957,-6.03957
4417,-5.17903,-5.57407,-4.78721,-4.72184
4418,-4.59729,-4.39086,-4.18253,-4.25619
4419,-3.7697,-3.56422,-3.71226,-3.80424
4420,-4.60098,-5.08122,-5.9023,-6.9023
4421,-3.83575,-4.16489,-4.77831,-4.47903
4422,-4.71301,-5.12396,-4.28399,-4.89643
4423,-3.99356,-3.92295,-4.97687,-4.63904
4433,-4.62516,-4.97715,-4.40587,-4.56398
4436,-4.46595,-4.48713,-4.02876,-4.15256
4437,-5.19128,-5.12582,-4.15751,-4.35696
4442,-3.839,-3.97957,-3.80926,-3.84029
4452,-2.69458,-2.82338,-3.02649,-2.99941
4453,-4.54418,-4.96159,-5.41526,-5.36613
4455,-4.54445,-4.31481,-4.8049,-4.84419
4456,-2.73137,-2.88171,-2.44477,-2.46332
4460,-5.24049,-5.2847,-5.0718,-5.07663
4461,-4.05592,-4.60113,-4.89853,-4.27834
4462,-4.26571,-4.1857,-4.71376,-4.73478
4463,-4.95815,-4.7054,-3.74227,-3.73984
4466,-5.04301,-4.03821,-4.19311,-4.29115
4468,-6.78564,-5.78564,-5.07399,-4.75952
4469,-3.65104,-3.53588,-4.00031,-4.20615
4470,-4.68688,-4.44035,-7.01086,-5.55005
4471,-5.58186,-5.49186,-4.61125,-4.44343
4472,-5.7385,-5.49186,-4.98808,-5.25752
4476,-5.06833,-4.99485,-4.93068,-4.99122
4478,-4.6582,-4.42059,-4.85772,-4.59688
4480,-4.44296,-4.63999,-4.9032,-4.93983
4483,-4.43299,-4.29029,-5.30948,-5.31014
4485,-4.31414,-4.14366,-4.55157,-4.74002
4487,-3.39396,-3.30859,-4.61379,-4.60666
4488,-5.45812,-5.34789,-4.57665,-4.4704
4489,-4.14667,-4.03513,-4.02721,-4.05637
4494,-4.75941,-4.48421,-4.91337,-4.74501
4495,-6.56483,-5.37931,-5.18766,-4.78891
4496,-5.57511,-5.46774,-5.22296,-4.84197
4497,-4.01359,-4.10787,-3.66634,-3.81931
4498,-5.10082,-5.76347,-4.18287,-4.12779
4501,-4.68192,-4.73751,-5.41259,-5.06781
4502,-4.66063,-4.59368,-5.08705,-4.98317
4503,-6.15939,-6.30845,-5.04309,-4.99921
4510,-5.73556,-5.73556,-5.73556,-4.73556
4513,-4.93646,-4.71344,-5.14696,-4.84857
4514,-3.92433,-3.54867,-2.89488,-3.00413
4515,-3.5584,-3.49722,-4.47488,-4.63586
4516,-4.82223,-4.79246,-5.56293,-5.14775
4517,-5.3197,-5.39192,-4.71764,-4.16482
4519,-4.22984,-3.98325,-4.46058,-4.65152
4521,-4.44996,-4.47321,-4.4677,-4.58575
4525,-5.24136,-5.06455,-5.35914,-5.38671
4526,-6.43886,-6.43886,-5.43886,-6.43886
4527,-4.92507,-4.90771,-4.9172,-4.8725
4528,-4.68358,-4.58917,-3.34187,-3.29906
4529,-4.03614,-3.96425,-4.57605,-4.43478
4530,-3.657,-3.53054,-2.98654,-2.96506
4534,-3.70864,-3.73661,-4.46592,-4.6638
4542,-5.55826,-5.03478,-4.20539,-4.36521
4543,-4.80849,-4.8578,-5.03063,-5.04015
4544,-3.95332,-3.93169,-4.32677,-4.26612
4546,-3.18066,-3.38473,-4.51629,-4.31637
4547,-6.13756,-4.83478,-5.13756,-5.01156
4552,-5.47994,-5.51502,-4.97766,-5.30188
4553,-4.87777,-4.42866,-3.70658,-3.68468
4555,-4.41574,-4.14863,-3.70938,-3.59285
4556,-5.0069,-4.77329,-4.37837,-4.45904
4557,-6.3038,-6.3038,-4.65887,-4.92784
4558,-5.15952,-6.85941,-4.57596,-4.48818
4562,-4.52255,-4.2711,-4.01171,-4.03305
4565,-5.08528,-5.31819,-4.82263,-5.20769
4574,-6.31862,-6.31862,-4.82659,-5.01378
4575,-6.45414,-6.45414,-4.89161,-5.0509
4576,-2.76308,-2.90448,-2.70577,-2.68631
4579,-6.93048,-5.10057,-4.66558,-4.63036
4580,-6.15934,-5.39122,-4.69247,-4.65235
4581,-3.92014,-3.6731,-4.74451,-4.55734
4584,-3.94837,-4.1363,-4.20662,-4.28527
4586,-4.00151,-3.95451,-4.31421,-4.32829
4587,-4.74347,-4.58686,-6.13565,-7.13565
4588,-3.41357,-3.31857,-4.46832,-4.58751
4589,-3.18593,-3.16197,-4.43568,-4.4449
4591,-5.03822,-4.78639,-4.7994,-4.65214
4593,-4.63857,-4.56537,-4.27201,-4.33434
4594,-5.80491,-5.85385,-4.31522,-4.2295
4595,-4.73142,-4.53394,-4.4297,-4.73924
4596,-4.57416,-4.40736,-4.21991,-4.39383
4614,-3.88829,-3.94165,-5.65709,-5.85295
4618,-6.92834,-5.92834,-3.9094,-4.07897
4621,-5.08276,-4.87525,-4.92822,-5.07349
4622,-3.86802,-3.74324,-4.4787,-4.66352
4623,-5.40296,-5.53921,-4.76309,-4.54984
4624,-4.86535,-5.86535,-4.55883,-4.41416
4625,-5.52657,-5.26767,-4.14743,-4.22747
4626,-5.5581,-5.50241,-4.91151,-4.89396
4627,-3.87463,-4.1009,-4.4712,-4.29014
4628,-4.3522,-4.3186,-5.7818,-6.17412
4631,-4.58826,-5.58826,-5.58826,-5.58826
4635,-5.47342,-5.26245,-4.1861,-4.1391
4636,-6.42951,-6.42951,-4.85665,-4.93333
4637,-4.22497,-4.30449,-4.13625,-4.27597
4638,-3.90832,-3.77896,-4.25534,-4.35619
4639,-4.38078,-4.36183,-4.41098,-4.66471
4641,-3.68399,-3.55745,-3.01505,-3.06344
4642,-4.86514,-4.9414,-4.3122,-4.20217
4643,-5.14566,-5.22277,-4.34254,-4.34226
4645,-4.68714,-4.64289,-4.45194,-4.45657
4647,-4.81425,-4.94587,-7.09244,-6.09244
4651,-6.17495,-6.17495,-6.17495,-5.17495
4655,-5.82634,-5.82634,-4.71993,-4.49353
4657,-5.72577,-5.88623,-5.54057,-4.90061
4658,-2.92389,-3.04824,-3.15183,-3.07155
4659,-4.44525,-4.31596,-4.30027,-4.30094
4660,-3.34377,-3.23183,-1.63757,-1.76189
